Year-Month,ZIP CODE,Median Sales
2019-02,11205.0,925000.0
2019-02,11206.0,679376.0
2019-02,11207.0,585494.0
2019-02,11208.0,660000.0
2019-02,11209.0,410000.0
2019-02,11210.0,635000.0
2019-02,11211.0,1359500.0
2019-02,11212.0,643000.0
2019-02,11213.0,827500.0
2019-02,11214.0,705000.0
2019-02,11215.0,1150000.0
2019-02,11216.0,1480000.0
2019-02,11217.0,1340000.0
2019-02,11218.0,727500.0
2019-02,11219.0,912500.0
2019-02,11220.0,750000.0
2019-02,11221.0,835000.0
2019-02,11222.0,952500.0
2019-02,11223.0,850000.0
2019-02,11224.0,495000.0
2019-02,11225.0,644500.0
2019-02,11226.0,649000.0
2019-02,11228.0,895000.0
2019-02,11229.0,699115.5
2019-02,11230.0,999500.0
2019-02,11231.0,2351250.0
2019-02,11232.0,1125000.0
2019-02,11233.0,660000.0
2019-02,11234.0,591000.0
2019-02,11235.0,524250.0
2019-02,11236.0,586265.0
2019-02,11237.0,1250000.0
2019-02,11238.0,1200000.0
2019-02,11249.0,1324577.0
2019-02,11354.0,325469.0
2019-02,11355.0,512500.0
2019-02,11356.0,904500.0
2019-02,11357.0,832500.0
2019-02,11358.0,800000.0
2019-02,11360.0,695000.0
2019-02,11361.0,686419.5
2019-02,11362.0,330000.0
2019-02,11363.0,777839.0
2019-02,11364.0,322500.0
2019-02,11365.0,603313.0
2019-02,11366.0,720000.0
2019-02,11367.0,398000.0
2019-02,11368.0,830000.0
2019-02,11369.0,669000.0
2019-02,11370.0,787000.0
2019-02,11372.0,461839.0
2019-02,11373.0,525000.0
2019-02,11374.0,425000.0
2019-02,11375.0,494500.0
2019-02,11377.0,535000.0
2019-02,11378.0,937500.0
2019-02,11379.0,667500.0
2019-02,11385.0,950000.0
2019-02,11411.0,440000.0
2019-02,11412.0,499685.0
2019-02,11413.0,490500.0
2019-02,11414.0,260000.0
2019-02,11415.0,278850.0
2019-02,11416.0,702500.0
2019-02,11417.0,530000.0
2019-02,11418.0,750000.0
2019-02,11419.0,645000.0
2019-02,11420.0,570000.0
2019-02,11421.0,567500.0
2019-02,11422.0,475000.0
2019-02,11423.0,673000.0
2019-02,11426.0,612500.0
2019-02,11427.0,480000.0
2019-02,11428.0,587500.0
2019-02,11429.0,537500.0
2019-02,11432.0,564500.0
2019-02,11433.0,450000.0
2019-02,11434.0,463500.0
2019-02,11435.0,487500.0
2019-02,11436.0,507500.0
2019-02,11691.0,358105.5
2019-02,11692.0,515000.0
2019-02,11693.0,275000.0
2019-02,11694.0,525000.0
2019-03,10001.0,2483689.0
2019-03,10002.0,1258993.0
2019-03,10003.0,1435000.0
2019-03,10004.0,1025005.0
2019-03,10005.0,1495000.0
2019-03,10006.0,534517.5
2019-03,10007.0,3487506.0
2019-03,10009.0,1077500.0
2019-03,10010.0,1277182.0
2019-03,10011.0,1505000.0
2019-03,10012.0,2800000.0
2019-03,10013.0,3350000.0
2019-03,10014.0,1203387.5
2019-03,10016.0,1431250.0
2019-03,10017.0,585000.0
2019-03,10018.0,5203258.0
2019-03,10019.0,1200000.0
2019-03,10021.0,1042500.0
2019-03,10022.0,947500.0
2019-03,10023.0,922500.0
2019-03,10024.0,1620357.0
2019-03,10025.0,860338.0
2019-03,10026.0,860000.0
2019-03,10027.0,999999.0
2019-03,10028.0,1150000.0
2019-03,10029.0,690500.0
2019-03,10030.0,530000.0
2019-03,10031.0,1200134.0
2019-03,10032.0,730000.0
2019-03,10033.0,641373.0
2019-03,10034.0,360000.0
2019-03,10035.0,559000.0
2019-03,10036.0,1237500.0
2019-03,10037.0,950000.0
2019-03,10038.0,1172500.0
2019-03,10039.0,725000.0
2019-03,10040.0,420000.0
2019-03,10044.0,1237500.0
2019-03,10065.0,1830000.0
2019-03,10069.0,1750000.0
2019-03,10075.0,1075000.0
2019-03,10128.0,1325000.0
2019-03,10280.0,496860.0
2019-03,10282.0,3277000.0
2019-03,10301.0,585000.0
2019-03,10302.0,385000.0
2019-03,10303.0,378750.0
2019-03,10304.0,465000.0
2019-03,10305.0,495000.0
2019-03,10306.0,505292.5
2019-03,10307.0,566250.0
2019-03,10308.0,550000.0
2019-03,10309.0,633750.0
2019-03,10310.0,359660.0
2019-03,10312.0,570000.0
2019-03,10314.0,477500.0
2019-03,10451.0,298296.0
2019-03,10452.0,260000.0
2019-03,10453.0,682500.0
2019-03,10454.0,837500.0
2019-03,10455.0,401772.5
2019-03,10456.0,459000.0
2019-03,10457.0,500000.0
2019-03,10458.0,500000.0
2019-03,10459.0,390000.0
2019-03,10460.0,600000.0
2019-03,10461.0,580000.0
2019-03,10462.0,175000.0
2019-03,10463.0,325000.0
2019-03,10464.0,335000.0
2019-03,10465.0,465500.0
2019-03,10466.0,425000.0
2019-03,10467.0,347500.0
2019-03,10468.0,166000.0
2019-03,10469.0,510000.0
2019-03,10470.0,297500.0
2019-03,10471.0,232913.5
2019-03,10472.0,680000.0
2019-03,10473.0,427000.0
2019-03,10474.0,710000.0
2019-03,11001.0,650000.0
2019-03,11004.0,469950.0
2019-03,11005.0,410000.0
2019-03,11040.0,860000.0
2019-03,11101.0,1375000.0
2019-03,11102.0,639897.0
2019-03,11103.0,1047500.0
2019-03,11104.0,518999.5
2019-03,11105.0,954500.0
2019-03,11106.0,1095000.0
2019-03,11109.0,530000.0
2019-03,11201.0,1075000.0
2019-03,11203.0,675343.0
2019-03,11204.0,896060.0
2019-03,11205.0,895948.5
2019-03,11206.0,1350000.0
2019-03,11207.0,485000.0
2019-03,11208.0,592500.0
2019-03,11209.0,753505.5
2019-03,11210.0,809500.0
2019-03,11211.0,960000.0
2019-03,11212.0,610250.0
2019-03,11213.0,350000.0
2019-03,11214.0,630000.0
2019-03,11215.0,1171703.0
2019-03,11216.0,1045000.0
2019-03,11217.0,1352922.0
2019-03,11218.0,825000.0
2019-03,11219.0,780000.0
2019-03,11220.0,1265000.0
2019-03,11221.0,1275000.0
2019-03,11222.0,1395003.0
2019-03,11223.0,990000.0
2019-03,11224.0,483750.0
2019-03,11225.0,1040000.0
2019-03,11226.0,614260.5
2019-03,11228.0,950000.0
2019-03,11229.0,690000.0
2019-03,11230.0,546546.0
2019-03,11231.0,1900000.0
2019-03,11232.0,612500.0
2019-03,11233.0,720000.0
2019-03,11234.0,600000.0
2019-03,11235.0,319740.0
2019-03,11236.0,530000.0
2019-03,11237.0,1332500.0
2019-03,11238.0,1080000.0
2019-03,11249.0,1397197.0
2019-03,11354.0,521256.0
2019-03,11355.0,510000.0
2019-03,11356.0,755000.0
2019-03,11357.0,645000.0
2019-03,11358.0,851500.0
2019-03,11360.0,439000.0
2019-03,11361.0,665000.0
2019-03,11362.0,360000.0
